,location,area_m2,restrooms,bedrooms,price_usd,total_rooms,price_per_sq
507,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",240,2,3,21780.15,5,90.750625
508,"Casa en Venta Isabel La Católica #000, Toluca De Lerdo, México",248,2,4,53060,6,213.9516129032258
509,"Casa en Venta Independencia Norte #501, N, Consvsin Posiif13
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",160,2,3,102500,5,640.625
510,"Casa en Venta Toluca De Lerdo, México",180,5,5,210000,10,1166.6666666666667
511,"Casa en Venta Arbol De Las Manitas #000
, Toluca De Lerdo, México",160,3,4,19520,7,122
512,"Casa en Venta Avenida Del Trabajo #101
, Toluca De Lerdo, México",90,1,3,72500,4,805.5555555555555
513,"Casa en Venta San Marcos #219
, Toluca De Lerdo, México",180,3,3,28231.65,6,156.8425
514,"Casa en Venta Subida De Los Alamos
, Toluca De Lerdo, México",500,2,3,350000,5,700
515,"Casa en Venta Luis Gonzaga Urbina #100, 0
, Tlacopa, Toluca De Lerdo",120,2,3,142750,5,1189.5833333333333
516,"Casa en Venta Lago Tanganica #321
, Toluca De Lerdo, México",260,2,5,139500,7,536.5384615384615
517,"Casa en Venta Casa En Venta, Los Sauces, Toluca, Edo. De México.
, Toluca De Lerdo",88,1,2,46000,3,522.7272727272727
518,"Casa en Venta Parque Valle Escondido
, Toluca De Lerdo, México",364,2,3,115000,5,315.9340659340659
519,"Casa en Venta Emiliano Zapata #sn
, Toluca De Lerdo, México",300,4,3,142500,7,475
520,"Casa en Venta Naucalpan #00
, Toluca De Lerdo, México",139,4,3,54000,7,388.48920863309354
521,"Casa en Venta Capultitlán, Toluca De Lerdo",170,1,3,75000,4,441.1764705882353
522,"Casa en Venta Toluca De Lerdo, México",313,4,3,190000,7,607.0287539936103
523,"Casa en Venta Toluca De Lerdo, México",230,2,2,17230.25,4,74.91413043
524,"Casa en Venta Fracc Las Misiones
, Toluca De Lerdo, México",99,2,3,80000,5,808.0808080808081
525,"Casa en Venta Bonita Casa En Venta
, Toluca De Lerdo, México",32,1,1,27500,2,859.375
526,"Casa en Venta José María Arteaga #112
, Toluca De Lerdo, México",294,3,3,100000,6,340.13605442176873
527,"Casa en Venta Paseo De Los Agustinos #sn
, Toluca De Lerdo, México",101,3,3,84500,6,836.6336633663366
528,"Casa en Venta Toluca De Lerdo, México",113,3,2,69200,5,612.3893805309734
529,"Casa en Venta Toluca De Lerdo, México",287,2,4,187500,6,653.3101045296168
530,"Casa en Venta Sierra Ventana #206
, Toluca De Lerdo, México",180,3,3,235000,6,1305.5555555555557
531,"Casa en Venta Rancho Seco #29, 6
, Toluca De Lerdo, México",65,1,3,57500,4,884.6153846153846
533,"Casa en Venta Casa En Venta Colonia Azteca, Toluca
, Toluca De Lerdo, México",147,2,3,132500,5,901.3605442176871
534,"Casa en Venta Av. De Los Maestros #12
, Toluca De Lerdo, México",334,3,3,295000,6,883.2335329341317
535,"Casa en Venta Calzada Cuervos.
, Toluca De Lerdo, México",500,2,3,360000,5,720
536,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",303,1,3,135000,4,445.54455445544556
537,"Casa en Venta Toluca De Lerdo, México",295,3,2,650000,5,2203.3898305084745
538,"Casa en Venta Https://maps.app.goo.gl/hzm1axdfcrbvgz2r6
, Toluca De Lerdo, México",222,2,3,190000,5,855.8558558558559
539,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",150,2,3,21780.15,5,145.20100000000002
540,"Casa en Venta Toluca De Lerdo, México",120,2,3,93450,5,778.75
541,"Casa en Venta Venta Nueva Residencia Capultitlán
, Toluca De Lerdo, México",780,4,4,215000,8,275.64102564102564
542,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",365,3,4,175000,7,479.45205479452056
543,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",125,3,2,105500,5,844
544,"Casa en Venta Col. Villas De Santa MÃ³nica
, Toluca De Lerdo, México",65,2,2,57500,4,884.6153846153846
545,"Casa en Venta Rincón De San Lorenzo, Toluca De Lerdo",80,1,3,55000,4,687.5
547,"Casa en Venta Toluca De Lerdo, México",450,4,4,325000,8,722.2222222222222
548,"Casa en Venta Mz. 7 Lt. 15 #s/n
, Toluca De Lerdo, México",90,3,3,80000,6,888.8888888888889
550,"Casa en Venta Casa En Venta En Santa Ana Tepaltitlán, Toluca.
, Santa Ana Tlapaltitlán, Toluca De Lerdo",68,1,2,46000,3,676.4705882352941
551,"Casa en Venta Del Parque, Toluca De Lerdo",285,2,3,125000,5,438.5964912280702
552,"Casa en Venta El Seminario Toluca Mex
, Toluca De Lerdo, México",180,1,3,100000,4,555.5555555555555
553,"Casa en Venta Agronomos #0
, Toluca De Lerdo, México",70,1,2,19842.85,3,283.4692857142857
555,"Casa en Venta Gral. José Vicente Villada 124, Delegación Sta Ana Tlapaltitlán, 50160 Toluca De Lerdo, Méx., México, Toluca De Lerdo",257,2,3,249759.75,5,971.8278210116731
556,"Casa en Venta José María Pino Suárez, San Jose Guadalupe Huichochitlan, 50200 Santa Cruz Otzacatipan, Méx., Toluca De Lerdo, México",250,3,3,175000,6,700
558,"Casa en Venta Santa Ana Tlapaltitlán, Toluca De Lerdo",210,2,5,194000,7,923.8095238095239
559,"Casa en Venta Casa Sola En Venta En San Lorenzo Toluca
, Toluca De Lerdo, México",226,3,6,137500,9,608.4070796460177
560,"Casa en Venta Agronomos #00
, Toluca De Lerdo, México",115,3,3,20050,6,174.34782608695653
561,"Casa en Venta Guillermo Marconi #507
, Toluca De Lerdo, México",140,2,3,39950,5,285.35714285714283
562,"Casa en Venta Paseo Cristobal Colon #511
, Toluca De Lerdo, México",226,3,3,114050,6,504.6460177
563,"Casa en Venta Casa En Venta, Sebastian Lerdo De Tejada, Toluca
, Toluca De Lerdo, México",183,1,3,162500,4,887.9781420765028
564,"Casa en Venta . #.
, Toluca De Lerdo, México",400,4,3,190000,7,475
565,"Casa en Venta Los Sauces #501, 1
, Los Sauces V, Toluca De Lerdo",120,2,3,29750.25,5,247.91875
566,"Casa en Venta Fraccionamiento Paseo Arboledas
, Toluca De Lerdo, México",107,2,3,97500,5,911.2149532710281
567,"Casa en Venta Juan Silveti #137
, Toluca De Lerdo, México",100,2,3,28750,5,287.5
568,"Casa en Venta Alheli
, Toluca De Lerdo, México",160,1,3,105000,4,656.25
569,"Casa en Venta Valentín Gómez Farías, San Bernardino, Toluca De Lerdo",210,2,4,173200,6,824.7619047619048
570,"Casa en Venta Prol Ramón Corona
, Toluca De Lerdo, México",152,2,3,147500,5,970.3947368421053
571,"Casa en Venta Hacienda De Los Sauces
, Toluca De Lerdo, México",95,1,2,72650,3,764.7368421052631
572,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",100,2,3,21500,5,215
573,"Casa en Venta Geologos #000
, Toluca De Lerdo, México",120,2,2,44950,4,374.5833333333333
574,"Casa en Venta Capultitlán, Toluca De Lerdo",148,1,2,90000,3,608.1081081081081
575,"Casa en Venta Toluca De Lerdo, México",771,4,6,3050000,10,3955.9014267185476
576,"Casa en Venta Naucalpan #1702
, Toluca De Lerdo, México",139,4,3,54000,7,388.48920863309354
578,"Casa en Venta Toluca De Lerdo, México",280,2,2,400000,4,1428.5714285714287
579,"Casa en Venta Toluca De Lerdo, México",315,2,4,217500,6,690.4761904761905
580,"Casa en Venta Toluca De Lerdo, México",471,1,3,700000,4,1486.1995753715498
581,"Casa en Venta Naucalpan #00
, Toluca De Lerdo, México",139,4,3,54000,7,388.48920863309354
582,"Casa en Venta Cacalomacan, Toluca De Lerdo",151,3,3,125000,6,827.8145695364238
583,"Casa en Venta Privada Martha Rodriguez
, Toluca De Lerdo, México",155,2,3,95000,5,612.9032258064516
584,"Casa en Venta Electricistas Locales #sn
, Toluca De Lerdo, México",120,2,3,87500,5,729.1666666666666
585,"Casa en Venta Casa En Venta Lomas Altas
, Toluca De Lerdo, México",500,2,3,350000,5,700
586,"Casa en Venta 5 De Febrero
, Capultitlán, Toluca De Lerdo",500,3,4,275000,7,550
587,"Casa en Venta Toluca De Lerdo, México",120,2,3,85000,5,708.3333333333334
588,"Casa en Venta General Antonio Albarran #00
, Toluca De Lerdo, México",176,2,3,46770.9,5,265.74375000000003
589,"Casa en Venta Privada Fermin Rivera
, Toluca De Lerdo, México",66,1,2,44500,3,674.2424242424242
590,"Casa en Venta Avenida Arboleda #100, 7
, Toluca De Lerdo, México",130,3,3,112500,6,865.3846153846154
591,"Casa en Venta Toluca De Lerdo, México",150,2,3,118682.95,5,791.2196666666666
592,"Casa en Venta Toluca De Lerdo, México",130,3,2,110000,5,846.1538461538462
593,"Casa en Venta San Mateo Otzacatipan #0
, Toluca De Lerdo, México",127,3,3,92500,6,728.3464566929134
594,"Casa en Venta Casa Nueva En Venta 3 Recamaras Residencial Victoria Toluca
, Toluca De Lerdo, México",177,2,3,155000,5,875.7062146892655
595,"Casa en Venta 5 De Mayo, Toluca De Lerdo",320,2,2,372500,4,1164.0625
596,"Casa en Venta Lerma Ote
, Toluca De Lerdo, México",70,2,3,43000,5,614.2857142857143
597,"Casa en Venta Hacienda Vista Hermosa #sn
, Toluca De Lerdo, México",131,3,3,77500,6,591.6030534351145
598,"Casa en Venta Toluca De Lerdo, México",800,4,4,610000,8,762.5
599,"Casa en Venta Av Dioses Del Olimpo #s/n
, Toluca De Lerdo, México",155,2,3,94500,5,609.6774193548387
600,"Casa en Venta Paseo De Los Carmelitas #sn
, Toluca De Lerdo, México",101,3,3,87500,6,866.3366336633663
601,"Casa en Venta Adolfo López Mateos #146
, Toluca De Lerdo, México",160,3,3,45205.5,6,282.534375
603,"Casa en Venta Casa En Venta En Cacalomacán
, Cacalomacan, Toluca De Lerdo",850,4,4,850000,8,1000
604,"Casa en Venta Toluca De Lerdo, México",600,3,3,250000,6,416.6666666666667
605,"Casa en Venta Morelia 42
, Toluca De Lerdo, México",124,1,4,80000,5,645.1612903225806
606,"Casa en Venta Azaleas #0
, Toluca De Lerdo, México",120,2,3,38750,5,322.9166666666667
607,"Casa en Venta Hortaliza 254, Delegación San Mateo Oxtotitlán, Toluca De Lerdo, Estado De Méxic #**
, Toluca De Lerdo, México",170,3,3,80000,6,470.5882352941176
608,"Casa en Venta Toluca De Lerdo, México",921,4,3,1350000,7,1465.798045602606
609,"Casa en Venta Hacienda Del Valle Ii
, Toluca De Lerdo, México",69,1,2,45000,3,652.1739130434783
610,"Casa en Venta Toluca De Lerdo, México",120,2,3,33350,5,277.9166666666667
611,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",61,1,2,42500,3,696.7213114754098
612,"Casa en Venta Casa Sola En Venta, Capultitlán, Toluca
, Toluca De Lerdo, México",263,2,4,145000,6,551.3307984790874
613,"Casa en Venta Blvd. Lic. Adolfo López Mateos #146, Casa 0
, Toluca De Lerdo, México",147,2,3,45205.5,5,307.5204081632653
615,"Casa en Venta Venta De Casa En Hacienda Del Valle Ii
, Toluca De Lerdo, México",66,1,3,59000,4,893.9393939
616,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180,3,3,50362.5,6,279.7916666666667
617,"Casa en Venta Nueva Oxtotitlán, Toluca De Lerdo",250,1,4,150000,5,600
618,"Casa en Venta San Pedro Totoltepec, Toluca De Lerdo",228,2,5,70000,7,307.0175438596491
619,"Casa en Venta Blvd Miguel Alemán #mz 1 Lt B, 2, Toluca De Lerdo, México",112,3,2,60000,5,535.7142857142857
620,"Casa en Venta Casa En Venta Hacienda Del Valle 2
, Toluca De Lerdo, México",69,1,3,44750,4,648.5507246376811
621,"Casa en Venta Ex-hacienda De Mayorazgo #0
, Toluca De Lerdo, México",200,2,3,23750,5,118.75
622,"Casa en Venta Jesus Reyes Heroles #207
, Toluca De Lerdo, México",130,3,3,49500,6,380.7692307692308
623,"Casa en Venta Ãrbol De Las Manitas
, Toluca De Lerdo, México",400,3,4,210000,7,525
624,"Casa en Venta Casa En Venta , Hermenegildo Galeana
, Toluca De Lerdo, México",322,2,4,245000,6,760.8695652173913
625,"Casa en Venta Gomez Farias
, Toluca De Lerdo, México",600,5,6,1050000,11,1750
626,"Casa en Venta Isabel La Católica #00
, Toluca De Lerdo, México",280,2,3,53060,5,189.5
627,"Casa en Venta Casa En Venta Geovillas San Mateo
, San Pedro Totoltepec, Toluca De Lerdo",64,1,2,40000,3,625
628,"Casa en Venta Privada De Galicia
, Toluca De Lerdo, México",96,2,2,70000,4,729.1666666666666
629,"Casa en Venta Independencia #00
, Toluca De Lerdo, México",110,1,3,20850,4,189.54545454545453
630,"Casa en Venta Geovillas De Independencia #nd
, Toluca De Lerdo, México",57,2,2,60000,4,1052.6315789473683
631,"Casa en Venta Casa En Venta Toluca
, Toluca De Lerdo, México",333,3,3,140000,6,420.42042042042044
632,"Casa en Venta Toluca De Lerdo, México",140,2,3,35000,5,250
633,"Casa en Venta Toluca
, Toluca De Lerdo, México",170,3,3,107500,6,632.3529411764706
634,"Casa en Venta San Marcos #00
, Toluca De Lerdo, México",130,2,4,28231.7,6,217.16692307692307
635,"Casa en Venta San Buenaventura, Toluca De Lerdo",206,4,3,142500,7,691.7475728
636,"Casa en Venta Abetos 932, Conj U Los Sauces, San José Guadalupe, Estado De México #**
, Toluca De Lerdo",60,1,3,49000,4,816.6666666666666
637,"Casa en Venta Ocho Cedros #nd
, Toluca De Lerdo, México",654,4,4,300000,8,458.7155963302752
638,"Casa en Venta Toluca De Lerdo, México",189,2,3,134500,5,711.6402116402116
639,"Casa en Venta Ejido Santa Cruz Azcapotzaltongo, Toluca De Lerdo",290,3,3,210250,6,725
640,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",218,4,3,68000,7,311.92660550458714
641,"Casa en Venta Villas Toscana
, San Nicolás Tolentino, Toluca De Lerdo",125,2,3,105000,5,840
642,"Casa en Venta Calle Laguna Del VolcÃ¡n 613, El Seminario Primera Sección, Toluca De Lerdo, Esta #**
, Toluca De Lerdo, México",103,2,3,97500,5,946.6019417475728
643,"Casa en Venta Toluca De Lerdo, México",180,2,3,105000,5,583.3333333333334
644,"Casa en Venta Casa En Venta Residencial Las Fuentes Toluca
, Toluca De Lerdo, México",123,2,3,95000,5,772.3577235772358
645,"Casa en Venta De La Barranca #0
, Tlacopa, Toluca De Lerdo",128,2,3,26076.75,5,203.7246094
646,"Casa en Venta Casa En Venta Cacalomacan
, Cacalomacan, Toluca De Lerdo",350,3,3,225000,6,642.8571428571429
647,"Casa en Venta Toluca De Lerdo, México",140,2,3,26851.6,5,191.79714285714286
648,"Casa en Venta Roberto Fulton
, Toluca De Lerdo, México",200,3,3,167500,6,837.5
649,"Casa en Venta Avenida Independencia #143
, Toluca De Lerdo, México",75,1,2,19100,3,254.66666666666666
650,"Casa en Venta Toluca De Lerdo, México",110,2,2,20900,4,190
653,"Casa en Venta Av. Independencia #139
, Toluca De Lerdo, México",100,1,3,20850,4,208.5
654,"Casa en Venta Toluca De Lerdo, México",100,2,3,64408,5,644.08
655,"Casa en Venta Celanese, Toluca De Lerdo",220,2,5,117500,7,534.0909090909091
657,"Casa en Venta Toluca De Lerdo, México",110,2,3,31616,5,287.41818181818184
658,"Casa en Venta . #., .
, Toluca De Lerdo, México",249,5,3,115000,8,461.8473895582329
659,"Casa en Venta Prol Gral Juan Andrew Almazán
, Toluca De Lerdo, México",400,3,5,190000,8,475
660,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",120,1,2,87500,3,729.1666666666666
661,"Casa en Venta Independencia, Toluca De Lerdo",175,2,3,205000,5,1171.4285714285713
662,"Casa en Venta Hacienda Del Valle Ii, Toluca De Lerdo",82,2,3,53250,5,649.3902439
663,"Casa en Venta Toluca De Lerdo, México",66,3,4,75000,7,1136.3636363636363
664,"Casa en Venta Manuel Sotelo #509, 0
, Morelos 2a Secc, Toluca De Lerdo",262,5,5,219000,10,835.8778625954199
665,"Casa en Venta María Curie #303
, Toluca De Lerdo, México",245,3,3,215550,6,879.7959184
666,"Casa en Venta Guadalupe #4
, Toluca De Lerdo, México",1500,4,4,1150000,8,766.6666666666666
667,"Casa en Venta Toluca De Lerdo, México",324,3,7,215000,10,663.5802469135803
668,"Casa en Venta San Marcos #211
, Toluca De Lerdo, México",95,1,2,27788.7,3,292.5126315789474
669,"Casa en Venta Toluca De Lerdo, México",120,2,3,61966.1,5,516.3841666666666
670,"Casa en Venta Al Refugio #sn
, Toluca De Lerdo, México",250,4,4,120000,8,480
671,"Casa en Venta Toluca De Lerdo, México",140,2,3,48282.4,5,344.87428571428575
672,"Casa en Venta Boulevard Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160,2,3,45205.5,5,282.534375
673,"Casa en Venta Miguel Hidalgo #s/n
, Toluca De Lerdo, México",119,3,3,85000,6,714.2857142857143
674,"Casa en Venta Pensador Mexicano #00
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180,3,3,91550,6,508.6111111111111
675,"Casa en Venta Toluca De Lerdo, México",100,2,3,52472,5,524.72
676,"Casa en Venta María Curie #303, 00
, Toluca De Lerdo, México",200,3,3,197250,6,986.25
677,"Casa en Venta Casa En Venta San José, Santa Cruz Otzacatipan
, Toluca De Lerdo, México",446,5,4,325000,9,728.6995515695068
678,"Casa en Venta Paraje Jacques Cousteau
, Toluca De Lerdo, México",400,5,5,225000,10,562.5
679,"Casa en Venta Guillermo Marconi #00, 00
, Toluca De Lerdo, México",120,2,3,54375.25,5,453.12708333333336
680,"Casa en Venta Toluca De Lerdo, México",390,7,6,450000,13,1153.8461538461538
681,"Casa en Venta Carmen Serdan, Colon Toluca Mex
, Toluca De Lerdo, México",280,5,4,400000,9,1428.5714285714287
682,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",99,2,3,80000,5,808.0808080808081
683,"Casa en Venta Av. Hidalgo Ote
, Toluca De Lerdo, México",112,2,3,99000,5,883.9285714285714
684,"Casa en Venta Agronomos #0
, Toluca De Lerdo, México",110,1,2,20092.85,3,182.66227272727272
687,"Casa en Venta Antonio Albarran #608
, Toluca De Lerdo, México",150,3,3,112500,6,750
689,"Casa en Venta Toluca De Lerdo, México",353,2,4,225000,6,637.3937677053824
691,"Casa en Venta Fraccionamientos Sauces
, Toluca De Lerdo, México",94,1,2,65000,3,691.4893617021277
692,"Casa en Venta Hacienda De Cerro Viejo #m29
, Toluca De Lerdo, México",70,1,2,30527.6,3,436.1085714285714
693,"Casa en Venta Toluca De Lerdo, México",84,2,3,51750,5,616.0714285714286
694,"Casa en Venta Toluca De Lerdo, México",120,3,4,120000,7,1000
696,"Casa en Venta Avenida Independencia #143
, Toluca De Lerdo, México",160,2,3,19100,5,119.375
697,"Casa en Venta Convento De San Antonio De Padua #28
, Toluca De Lerdo, México",101,3,3,87500,6,866.3366336633663
698,"Casa en Venta Toluca De Lerdo, México",126,3,3,105000,6,833.3333333333334
699,"Casa en Venta Cultural #nd
, Toluca De Lerdo, México",483,3,6,410000,9,848.8612836438923
700,"Casa en Venta Casa Sola En Metepec
, Toluca De Lerdo, México",170,3,3,110000,6,647.0588235294117
703,"Casa en Venta Casa En Capultitlán
, Toluca De Lerdo, México",205,1,4,82500,5,402.4390243902439
704,"Casa en Venta Niños Héroes
, Toluca De Lerdo, México",183,2,2,149500,4,816.9398907103825
705,"Casa en Venta Toluca De Lerdo, México",160,2,3,43635,5,272.71875
706,"Casa en Venta Cacalomacan, Toluca De Lerdo",386,4,3,160000,7,414.5077720207254
707,"Casa en Venta Toluca De Lerdo, México",360,3,4,95406.9,7,265.01916666666665
708,"Casa en Venta NezahualcÃ³yotl #00
, Toluca De Lerdo, México",280,1,3,51500,4,183.92857142857142
709,"Casa en Venta Isabel La Catolica #902
, Toluca De Lerdo, México",200,2,3,53060,5,265.3
